date,text,Subjectivity,Polarity,Analysis
2020-02-13,"a german court ruled on thursday that tesla inc can continue to clear forest near the capital berlin to build its first european car and battery factory, in a defeat for local environmental activists.",0.18611111111111112,0.075,Positive
2020-02-13,"tesla  is in advanced stages of talks to use batteries from catl  that contain no cobalt - one of the most expensive metals in electric vehicle (ev) batteries - in cars made at its china plant, people familiar with the matter said.",0.575,0.19375,Positive
2020-02-13,"* tesla ceo elon musk says ""all orgs developing advanced ai should be regulated, including tesla"" - tweet source text -  further company coverage:",0.55,0.2,Positive
2020-02-13,"a german court on sunday ordered tesla inc to stop clearing forest land near the capital berlin to build its first european car and battery factory, a victory for local environmental activists.",0.14666666666666667,0.06999999999999999,Positive
2020-02-13,"billionaire ray dalio's bridgewater associates, viking global investors, and granite point capital were among prominent hedge funds placing new bets on electric carmaker tesla inc  in the fourth quarter, positioning them to gain from its nearly 100% rally over the...",0.3709090909090909,0.14727272727272728,Positive
2020-01-13,"tesla inc on thursday announced plans to raise $2 billion in a stock offering, tapping into an astronomical jump in its share price over the past few months and reversing the electric-car maker's often-stated policy of avoiding sales of new stock.",0.26818181818181813,-0.10454545454545455,Negative
2020-01-13,tesla inc said on thursday it plans to raise $2 billon by selling shares through a public offering.,0.06666666666666667,0.0,Neutral
2020-01-13,"tesla inc  is recalling 15,000 model x suvs because of a potential issue that can lead to a loss of power steering assist that could make steering harder and increase the risk of a crash.",0.5,-0.05,Negative
2020-01-13,"tesla inc is recalling 15,000 model x suvs because of a potential issue that can lead to a loss of power steering assist that could make steering harder and increase the risk of a crash.",0.5,-0.05,Negative
2020-01-13,"charlie munger, longtime vice chairman of berkshire hathaway, says technological change is destroying daily newspapers in america",0.0,-0.1,Negative
2020-01-13,"u.s. electric carmaker tesla's  factory in china's financial hub of shanghai will resume production on feb. 10 with assistance to help it cope with a spreading epidemic of coronavirus, a shanghai government official said on saturday.",0.0,0.0,Neutral
2020-01-13,"u.s. electric carmaker tesla's factory in china's financial hub of shanghai will resume production on feb. 10, a shanghai government official said on saturday, adding that authorities would provide assistance to the firm.",0.2,-0.1,Negative
2020-01-13,pretty much everyone on wall street has an opinion about tesla .,0.6,0.225,Positive
2020-01-13,"lg chem , an electric vehicle battery supplier for tesla inc , said on friday it planned to partly resume output at its facilities in china on feb. 10, suspended since feb. due to the coronavirus outbreak.",0.375,-0.125,Negative
2020-01-13,pretty much everyone on wall street has an opinion about tesla.,0.6,0.225,Positive
2020-01-13,"does elon musk, who owns just 22.1% of tesla’s shares, control the company he founded and continues to lead? if so, according to a summary judgment ruling issued tuesday by vice-chancellor joseph slights of delaware chancery court, delaware law presumes that he wielded coercive...",0.0,0.0,Neutral
2020-01-13,"tesla's  stock tumbled 17% on wednesday, hitting the brakes on a dramatic rally as a senior executive said the coronavirus outbreak in china would delay deliveries of its model 3 cars and analysts warned of its high valuation.",0.57,-0.13666666666666666,Negative
2020-01-13,"general motors co  has watched with frustration and envy as the market value of electric carmaker tesla inc  has ballooned to about two and a half times gm's size, but on wednesday the detroit automaker made the case that its ev and self-driving technology...",0.3333333333333333,-0.05833333333333332,Negative
2020-01-13,"general motors co has watched with frustration and envy as the market value of electric carmaker tesla inc has ballooned to more than triple gm's size, but wednesday the detroit automaker is expected to make the case that its ev and self-driving technology strategy deserves...",0.4666666666666666,0.15000000000000002,Positive
2020-01-13,"elon musk, the billionaire chief executive officer of tesla inc , went on twitter to ask users if the electric carmaker should build a new gigafactory in texas.",0.45454545454545453,0.13636363636363635,Positive
2020-01-13,"a nearly 14% gain in tesla inc's stock on tuesday was likely sparked by investors looking to hop aboard its remarkable rally, rather than a reversal of bearish bets, an analysis of positioning dynamics showed.",0.7166666666666667,0.2833333333333333,Positive
2020-01-13,tesla is making elon musk a lot richer without paying him a dime.,0.0,0.0,Neutral
2020-01-13,"shares of tesla inc  surged 20% on tuesday to hit $940, extending a stunning rally that has more than doubled the company's market value since the start of the year as more investors bet on chief executive elon musk's vision.",0.6666666666666666,0.5,Positive
2020-01-13,"tesla inc's stock surged 20% on monday in its largest one-day gain since 2013, fueled by a quarterly profit at panasonic's battery business with the u.s. car maker and an investor report predicting its shares would rise more than ten-fold by 2024.",0.5,0.5,Positive
2020-01-13,shares of panasonic corp jumped more than 8% in early tuesday trade after the japanese electronics conglomerate the previous day reported its first quarterly profit at its u.s. battery venture with tesla inc .,0.26,0.13666666666666666,Positive
2020-01-13,"* follows years of production troubles, delays at u.s. partner",0.0,0.0,Neutral
2020-01-13,china's top electric vehicle battery maker catl  said on monday it has signed a battery supply agreement with tesla .,0.5,0.5,Positive
2020-01-13,china's top electric vehicle battery maker catl said on monday it has signed a battery supply agreement with tesla.,0.5,0.5,Positive
2019-10-13,"directors of tesla inc settled a shareholder lawsuit over the company's 2016 acquisition of solarcity corp, leaving chief executive officer elon musk as the lone defendant facing claims that tesla paid $2.6 billion for a worthless solar energy system installer, according...",0.9,-0.8,Negative
2020-01-13,"directors of tesla inc settled a shareholder lawsuit over its 2016 acquisition of solarcity corp, leaving chief executive officer elon musk as the lone defendant facing claims that tesla paid $2.6 billion for a worthless solar system installer, according to court documents.",0.9,-0.8,Negative
2020-01-13,shares of tesla inc opened at a record high on thursday as wall street analysts were encouraged by the company's better-than-expected quarterly results and delivery targets for the year.,0.5399999999999999,0.16,Positive
2020-01-13,shares of tesla inc rose 11% and were set to open at a record high on thursday as wall street analysts cheered the company's better-than-expected quarterly results and delivery targets for the year.,0.6633333333333332,0.25333333333333335,Positive
2020-01-13,"tesla inc  has entered into a partnership with south korea's lg chem ltd  and china's catl  for supply of batteries used in its electric cars, the company said on wednesday.",0.0,0.0,Neutral
2020-01-13,"tesla inc  posted its second quarterly profit in a row as vehicle deliveries hit a record and the company said it would comfortably make more than half a million units this year, pushing its shares to new highs.",0.3842424242424243,0.17393939393939395,Positive
2020-01-13,tesla inc posted fourth-quarter revenue above analysts' estimates on wednesday as the electric carmaker beat wall street estimates for vehicle deliveries.,0.1,0.0,Neutral
2020-01-13,buckle up. tesla's quarterly report could be another wild ride for investors.,0.4,0.1,Positive
2020-01-13,"tesla  chief executive elon musk sought to allay environmental concerns about the electric carmaker's planned factory in germany, saying the plant would use less water than was estimated originally.",0.4083333333333333,0.10416666666666667,Positive
2020-01-13,"a u.s. senator on friday urged tesla inc  to rebrand its driver assistance system autopilot, saying it has ""an inherently misleading name"" and is subject to potentially dangerous misuse.",0.6166666666666667,-0.3833333333333333,Negative
2020-01-13,"tesla inc touted safeguards to its driver assistance system ""autopilot"" after a democratic u.s. senator on friday urged the automaker to rebrand the system because it has ""an inherently misleading name.""",0.0,0.0,Neutral
2020-01-13,"seven u.s. bombs from world war two have been found in the plot of land outside berlin where electric car pioneer tesla  wants to build its first european factory, local authorities said on thursday.",0.09666666666666666,0.09,Positive
2020-01-13,"tesla inc  has overtaken germany's volkswagen <vowg_p.de> as the world's second most valuable carmaker behind japan's toyota , as the meteoric rise in the u.s. electric vehicle maker's shares reshuffles the global market.",0.3,0.024999999999999994,Positive
2020-01-13,tesla inc and the state of michigan confirmed wednesday they have resolved the company's 2016 lawsuit challenging the state's refusal to allow the company to sell vehicles directly to consumers.,0.7999999999999999,0.3333333333333333,Positive
2020-01-13,"tesla inc shares surged on wednesday, and the company became the first publicly listed u.s. automaker to cross $100 billion in market valuation, more than ford motor co and general motors co combined.",0.27999999999999997,0.16,Positive
2020-01-13,"tesla inc on wednesday crossed $100 billion in market valuation for the first time, further extending its lead over ford motor co and general motors co.",0.4444444444444444,0.10000000000000002,Positive
2020-01-13,"tesla inc became the first $100 billion publicly listed u.s. carmaker in extended trading on tuesday, in a sign of wall street's confidence in an all-electric future.",0.17499999999999996,0.08333333333333333,Positive
2020-01-13,"tesla inc  has reached a settlement with michigan to allow the electric-car maker to directly deliver its vehicles to customers in the state, a person familiar with the agreement said on tuesday.",0.45,0.2375,Positive
2020-01-13,"tesla inc has reached a settlement with michigan to allow the electric carmaker to directly sell vehicles in the state, a person familiar with the agreement said on tuesday.",0.45,0.2375,Positive
2020-01-13,"u.s. electric car pioneer tesla  has agreed to buy a property on the outskirts of berlin, bringing it a step closer to opening its first european factory, local authorities said on sunday.",0.1111111111111111,0.08333333333333333,Positive
2020-01-13,"the national highway traffic safety administration (nhtsa) said friday it will review a petition asking the agency to formally investigate and recall 500,000 tesla inc vehicles over sudden unintended acceleration reports.",0.5,0.0,Neutral
2020-01-13,"u.s. electric car maker tesla plans to open a design and research center in china to make ""chinese-style"" vehicles, the company said in a recruitment notice on its official wechat account.",0.3,-0.05,Negative
2020-01-13,"tesla inc's  overall vehicle registrations nearly halved in the u.s. state of california during the fourth quarter, according to a dominion cross-sell report, which collates data from state motor vehicle records.",0.13333333333333333,0.03333333333333333,Positive
2020-01-13,"tesla challenger nio inc said on wednesday it was exploring financing and strategic opportunities with guangzhou automobile group, but the talks are in preliminary stage.",0.0,0.0,Neutral
2020-01-13,"tesla inc chief executive elon musk is coming close to earning the first $346 million tranche of options in a record-breaking pay package, after the electric vehicle maker's stock more than doubled in the last three months.",0.3,0.25,Positive
2019-10-13,"for the first time, tesla inc's  stock market value has eclipsed the combined values of general motors co  and ford motor co .",0.41666666666666663,0.15000000000000002,Positive
2019-12-13,"for the first time, tesla inc's stock market value has eclipsed the combined values of general motors co and ford motor co.",0.41666666666666663,0.15000000000000002,Positive
2019-12-13,"elon musk’s fortunes have sure turned around fast. just last june shares in tesla, the electric-car maker he runs, had halved in six months as investors doubted whether a recent capital raise was enough; short-sellers pontificated about the imminent collapse of the company...",0.4611111111111111,0.13999999999999999,Positive
2019-12-13,"elon musk raised an online storm by dancing on stage at the launch of tesla's  model y electric sports utility vehicle program on tuesday in its new shanghai factory, where the company delivered its first cars built outside the united states to the public.",0.22613636363636364,0.09659090909090909,Positive
2019-12-13,"tesla inc's  short sellers have suffered $3 billion in losses since the end of 2018, including a $500 million hit on friday after the electric carmaker's quarterly deliveries beat investors' expectations and drove its stock to a record high.",0.41999999999999993,0.08,Positive
2019-12-13,"tesla inc  beat wall street estimates for annual vehicle deliveries and met the low-end of its own target, sending shares to a record high in a vindication for chief executive elon musk after a few turbulent years.",0.5466666666666667,0.18666666666666668,Positive
2019-12-13,"tesla inc beat wall street estimates for vehicle deliveries in its fourth quarter on friday, boosted by higher demand for its mass-produced model 3 sedans.",0.25,0.125,Positive
2019-12-13,"new electric car sales in norway rose by a third last year amid soaring demand for tesla inc's  vehicles, but the pioneering u.s. company will face a more competitive market in 2020 as rivals prepare to launch new electric models.",0.4042929292929293,0.22878787878787876,Positive
2019-10-13,"u.s. electric vehicle maker tesla inc  cut the starting price for its china-made model 3 sedans by 16% to 299,050 yuan ($42,919) after receiving chinese subsidies for electric vehicles, according to its china website.",0.05,0.0,Neutral
2019-12-13,"tesla inc will deliver its first china-made model 3 sedans to the public on jan. 7 at an event at its shanghai plant, a representative for the firm told reuters on thursday.",0.26666666666666666,0.016666666666666663,Positive
2019-10-13,"a federal judge rejected tesla inc's effort to dismiss claims by two former workers that the california electric car factory where they worked was a hotbed of racial hostility, clearing the way for a possible trial.",0.5,0.0,Neutral
2019-12-13,"tesla has started delivering model 3 electric cars built at its shanghai factory in just under a year since it began work on the $2 billion plant, a record for global automakers in china, and said it would ramp up deliveries from next month.",0.0,0.0,Neutral
2019-12-13,"tesla-rival nio inc on monday reported more deliveries in its third quarter than in second, sending its u.s.-listed shares up more than 12% in trading before the bell.",0.25,0.25,Positive
2019-12-13,"u.s. electric vehicle maker tesla inc on monday began delivering model 3 vehicles built at its shanghai factory, marking the occasion with a ceremony.",0.0,0.0,Neutral
2019-12-13,"u.s. electric vehicle maker tesla inc  will begin delivering model 3 vehicles built at its shanghai factory on monday, a company representative told reuters.",0.0,0.0,Neutral
2019-12-13,* tesla hits record high as china-made model 3 deliveries to begin,0.5399999999999999,0.16,Positive
2019-12-13,* tesla hits record high as china-made model 3 deliveries to begin,0.5399999999999999,0.16,Positive
2019-12-13,* tesla eyes record high as china-made model 3 deliveries to begin,0.5399999999999999,0.16,Positive
2019-12-13,"tesla inc entered into agreements with lenders in china for a secured term loan facility of up to 9 billion yuan ($1.29 billion), according to a regulatory filing on thursday.",0.0,0.0,Neutral
2019-12-13,"tesla inc entered into agreements with lenders in china for a secured term loan facility of up to 9 billion yuan ($1.29 billion), according to a regulatory filing on thursday.",0.0,0.0,Neutral
2019-12-13,"u.s. electric vehicle maker tesla inc  and a group of china banks have agreed a new 10 billion yuan ($1.4 billion), five-year loan facility for the automaker's shanghai car plant, three sources familiar with the matter said, part of which will be used to roll over...",0.4772727272727273,0.2556818181818182,Positive
2019-12-13,"tesla inc shares traded above $420 on monday, more than a year after elon musk tweeted he had ""funding secured"" to take the electric car maker private at that price, only to later give up under investor pressure and regulatory concerns.",0.395,0.1,Positive
2019-12-13,"shares of tesla inc  hit a fresh record high for the third straight session on friday, and were just $7 shy from the $420 per share price at which founder elon musk sought to take the electric carmaker private more than a year ago.",0.40214285714285714,0.09428571428571428,Positive
2019-12-13,"tesla inc  said on friday it will offer its chinese customers more video and gaming content next year, marking the first time the automaker will offer internet-connected games in its vehicles.",0.20833333333333331,0.1875,Positive
2019-12-13,"u.s. electric vehicle maker tesla inc is considering cutting the prices of its china-built model 3 sedans by 20% or more next year, bloomberg reported on wednesday, citing people familiar with the plans.",0.475,0.06875,Positive
2019-12-13,"five of the world's largest tech companies have been accused of being complicit in the death of children in the democratic republic of congo (drc) forced to mine cobalt, a metal used to make telephones and computers, in a landmark lawsuit.",0.2,-0.30000000000000004,Negative
2019-12-13,"five of the world's largest tech companies have been accused of being complicit in the death of children in the democratic republic of congo forced to mine cobalt, a metal used to make telephones and computers, in a landmark lawsuit.",0.2,-0.30000000000000004,Negative
2019-10-13,"tesla inc's top lawyer jonathan chang has decamped to artificial intelligence startup sambanova systems, marking the third time the electric car maker has lost its general counsel in a little more than a year.",0.5,0.04375000000000001,Positive
2019-10-13,"thyssenkrupp is hoping to win contracts for a planned factory tesla plans to build near berlin, a board member of the german conglomerate told a business daily.",0.2,0.225,Positive
2019-10-13,"u.s. electric vehicle maker tesla inc plans to increase prices of imported model 3 vehicles in china in january, sources familiar with the matter said.",0.5,0.375,Positive
2019-10-13,"u.s. electric vehicle maker tesla inc plans to increase prices of imported model 3 vehicles in china in january, sources briefed with the matter said.",0.0,0.0,Neutral
2019-10-13,"tesla plans to build 500,000 electric vehicles a year at its new factory on the outskirts of berlin, germany's bild newspaper reported on wednesday.",0.45454545454545453,0.13636363636363635,Positive
2019-10-13,"tesla inc boss elon musk emerged victorious on friday from a closely watched defamation trial as a federal court jury swiftly rejected the $190 million claim brought against him by a british cave explorer who musk had branded a ""pedo guy"" on twitter.",0.0,0.0,Neutral
2019-10-13,"a u.s. district court jury in los angeles on friday found in favor of tesla inc  boss elon musk in the defamation lawsuit brought against him by a british cave explorer who musk had branded a ""pedo guy"" on twitter.",0.0,0.0,Neutral
2019-10-13,"tesla inc  said on friday its chinese-built model 3 cars would receive state subsidies, a move that will help the u.s. electric vehicle maker's push into the world's biggest auto market.",0.0,0.0,Neutral
2019-10-13,"china's industry ministry has placed chinese-built tesla inc. model 3 cars on a list of vehicles recommended to receive subsidies for new energy vehicles, according to a document published on friday.",0.45454545454545453,0.13636363636363635,Positive
2019-10-13,"the british cave explorer suing elon musk for calling him a ""pedo guy"" on twitter testified on thursday that his criticism of the tesla inc chief executive that led to the tweet was not a personal attack.",0.15,0.0,Neutral
2019-10-13,tesla inc said on wednesday its model x suv has been awarded a five-star rating by the european new car assessment programme (ncap) in tests that are standards for europe.,0.22727272727272727,0.06818181818181818,Positive
2019-10-13,"tesla's  announcement earlier this month that it will build its first european factory near berlin will draw further companies from the electric mobility and energy storage sectors into germany, a state premier told newspaper die welt.",0.3466666666666667,0.06999999999999999,Positive
2019-10-13,"orders for tesla inc's electric pickup cybertruck are inching closer to the record set by the company's model 3 sedans in 2016, with company head elon musk signaling 250,000 customers have now lined up to buy the new vehicle less than a week after its launch.",0.2606060606060606,-0.015151515151515152,Negative
2019-10-13,"tesla inc has received 250,000 orders for its electric pickup truck unveiled five days ago, chief executive officer elon musk suggested in a tweet on tuesday.",0.0,0.0,Neutral
2019-10-13,"tesla inc shares rose 4% on monday after chief executive officer elon musk tweeted over the weekend that the company had already received 200,000 orders for its futuristic cybertruck pickup.",0.95,0.6,Positive
2019-10-13,"tesla inc shares rose 4% on monday after chief executive officer elon musk tweeted over the weekend that the company had already received 200,000 orders for its futuristic cybertruck pickup.",0.95,0.6,Positive
2019-10-13,"tesla inc  chief executive officer elon musk indicated in a tweet on sunday that the electric carmaker received 200,000 orders for its electric pickup truck within three days of its launch.",0.0,0.0,Neutral
2019-10-13,"tesla inc chief executive officer elon musk indicated in a tweet on sunday that the company now has 187,000 orders for its electric pickup truck, up 41,000 in about 24 hours.",0.0,0.0,Neutral
2019-10-13,"tesla inc  chief executive elon musk said on saturday that there have been about 150,000 orders thus far for the electric carmaker's cybertruck, which was unveiled late on thursday.",0.8,-0.09999999999999999,Negative
2019-10-13,"tesla inc chief executive elon musk said on saturday that there have been about 150,000 orders thus far for the electric carmaker's cybertruck, which was unveiled on friday.",1.0,0.1,Positive
2019-10-13,"tesla inc's  launch of its futuristic cybertruck pickup suffered a setback when its ""armored glass"" windows shattered, but it was the overall look of the electric vehicle that worried wall street on friday, driving the automaker's shares down 6%.",0.14444444444444446,-0.07777777777777779,Negative
2019-10-13,"* indexes: dow up 0.21%, s&p up 0.05%, nasdaq off 0.08% (updates market action)",0.1,0.1,Positive
2019-10-13,"tesla inc  on thursday unveiled its electric pickup, a truck with a futuristic angular body in gunmetal gray that resembled an armored vehicle and takes aim at the heart of detroit automakers' profits.",0.0,0.0,Neutral
2019-10-13,"* indexes: dow up 0.22%, s&p up 0.05%, nasdaq off 0.12% (changes comment, updates to open)",0.5,0.0,Neutral
2019-10-13,"general motors co's  first electric pickup truck model will go on sale in the fall of 2021, the company's top executive said, around the same time that electric carmaker tesla inc's  own model is expected to debut.",0.4763888888888888,0.21666666666666665,Positive
2019-10-13,"tesla inc chief executive elon musk has talked for years about building an electric pickup truck that would threaten the heart of the detroit automakers' profits, and on thursday he will finally take the wraps off the so-called cyberpunk truck.",1.0,0.0,Neutral
2019-10-13,"china's didi chuxing will trial a premium ride hailing service in japan offering tesla, lexus and mercedes benz vehicles, a company representative said.",0.0,0.0,Neutral
2019-10-13,"a coalition of companies in the electric car industry, including tesla, is siding with california in its bid to stop the trump administration from blocking it from continuing to set its own fuel efficiency and auto emissions standards.",1.0,0.6,Positive
2019-10-13,volkswagen <vowg_p.de> chief executive herbert diess on friday said the german carmaker has no plans to cooperate with start-up electric carmaker tesla .,0.0,0.0,Neutral
2019-10-13,"ford motor co  will tag its new electric sport utility vehicle (suv) with the mustang name, the automaker said on thursday, seeking to entice customers into a new era by linking it to the model whose groundbreaking design in the 1960s combined sportiness and affordability...",0.45454545454545453,0.13636363636363635,Positive
2019-10-13,"tesla inc's  model 3 and s sedans both regained ""recommended"" status in consumer reports magazine's annual reliability survey, allowing the electric carmaker's overall standing to rise slightly.",0.08333333333333333,-0.08333333333333333,Negative
2019-10-13,"to unclog bottlenecks last year at his tesla inc plant in california, elon musk flew in six planeloads of new robots and equipment from germany to speed up battery production for its model 3.",0.2606060606060606,0.06818181818181818,Positive
2019-10-13,"to unclog bottlenecks last year at his tesla inc  plant in california, elon musk flew in six planeloads of new robots and equipment from germany to speed up battery production for its model 3.",0.2606060606060606,0.06818181818181818,Positive
2019-10-13,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla  because of brexit, chief executive elon musk said in remarks reported on wednesday.",0.16666666666666666,0.125,Positive
2019-10-13,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla because of brexit, chief executive elon musk said in remarks reported on wednesday.",0.16666666666666666,0.125,Positive
2019-10-13,"the german government on wednesday welcomed tesla's decision to set up shop in berlin, a move it believes will turbo-charge the country's shift into the electric car era even as costs of running a business in europe's largest economy remain high.",0.26999999999999996,0.08,Positive
2019-10-13,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla because of brexit, chief executive elon musk said in remarks reported on wednesday.",0.16666666666666666,0.125,Positive
2019-10-13,the premier of the brandenburg state that surrounds berlin said on wednesday any support for u.s. electric vehicle pioneer tesla  - which has said it will build its first european factory near berlin - would be in accordance with eu rules.,0.24444444444444446,0.11666666666666665,Positive
2019-10-13,"economy minister peter altmaier said on wednesday that there had been no discussion yet of german government subsidies for u.s. electric vehicle pioneer tesla , which has said it will build its first european factory near berlin.",0.18333333333333335,0.0875,Positive
2019-10-13,tesla inc chief executive officer elon musk said on tuesday the electric-car maker will build its first european factory as well as an engineering and design center in berlin.,0.14444444444444446,0.049999999999999996,Positive
2019-10-13,"tesla  will build its first european factory and design center near berlin, giving the u.s. electric car pioneer the coveted ""made in germany"" label just as local rivals audi, bmw and mercedes prepare to launch competing cars.",0.16666666666666669,0.05,Positive
2019-10-13,"tesla inc's chief executive officer elon musk said on tuesday the electric car maker is going to build gigafactory 4, a new vehicle factory, in the ""berlin area"", according to a report by automotive news website electrek.",0.45454545454545453,0.13636363636363635,Positive
2019-10-13,"siemens  chief executive joe kaeser on friday lamented germans who fail to recognize true visionaries and instead admire pot smokers who talk about space travel, only days after his deputy praised tesla ceo elon musk.",0.65,-0.05000000000000001,Negative
2019-10-13,"tesla inc  chief executive officer elon musk and noted short-seller david einhorn mocked each other in open letters published on twitter on friday, trading barbs clothed in polite language.",0.4375,-0.0625,Negative
2019-10-13,tesla inc chief executive officer elon musk took to twitter on friday to taunt short-seller david einhorn in an open letter after the hedge fund owner wrote to clients about losing money on his short position in the silicon valley car maker.,0.4,0.0,Neutral
2019-10-13,"siemens  chief executive joe kaeser on friday lamented germans who fail to recognize true visionaries and instead admire pot smokers who talk about space travel, only days after his own deputy praised tesla's ceo elon musk.",0.7375,0.11249999999999999,Positive
2019-10-13,"tesla inc  plans to unveil its electric pickup truck, ""cybertruck,"" on nov. 21 in los angeles near the spacex rocket factory, chief executive officer elon musk tweeted  on wednesday.",0.4,0.1,Positive
2019-10-13,"tesla inc  plans to double the number of repair and maintenance shops, add about 100 charging stations and revamp showrooms in china as the electric vehicle maker gears up to open its shanghai plant.",0.25,0.0,Neutral
2019-10-13,walmart inc has settled its lawsuit accusing tesla inc of negligence in installing solar panels atop hundreds of the retailer's stores and causing at least seven fires.,0.4,-0.3,Negative
2019-10-13,"walmart inc has agreed to settle its legal dispute accusing tesla inc of negligence in the installation of solar panels atop hundreds of its stores, resulting in at least seven fires.",0.30000000000000004,-0.04999999999999999,Negative
2019-10-13,"u.s. electric vehicle maker tesla inc has 42,000 employees globally and 3,200 staff in china, its chairwoman robyn denholm said on tuesday.",0.0,0.0,Neutral
2019-10-13,"panasonic corp  on thursday reported a 12% drop in its second-quarter operating profit, hurt by the ongoing sino-u.s. trade war and its battery business with tesla inc  staying in the red.",0.0,0.0,Neutral
2019-10-13,panasonic corp on thursday reported a 12% drop in its second-quarter operating profit as the japanese firm was hurt by the sino-u.s. trade war and higher development costs related to its automotive business in europe.,0.325,0.012499999999999997,Positive
2019-10-13,"tesla inc's  third-quarter revenue tumbled 39% in the united states, its first drop in more than two years, but sales in china and other regions surged, the electric car maker's break down of sales by geography showed on tuesday.",0.37430555555555556,0.11736111111111111,Positive
2019-10-13,"tesla inc's third-quarter revenue tumbled 39% in the united states, its first drop in more than two years, but sales in china and other regions surged, the electric car maker's break down of sales by geography showed on tuesday.",0.37430555555555556,0.11736111111111111,Positive
2019-10-13,"tesla inc's third-quarter revenue fell 39% in the united states, a regulatory filing showed  on tuesday.",0.0,0.0,Neutral
2019-10-13,"volkswagen ag is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground.",0.5,0.0,Neutral
2019-10-13,"volkswagen ag <vowg_p.de> is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground.",0.5,0.0,Neutral
2019-10-13,"volkswagen ag is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground.",0.5,0.0,Neutral
2019-10-13,"u.s. electric vehicle maker tesla  on friday started selling its china-made model 3 with an autopilot function priced from 355,800 yuan ($50,310), making it the company's cheapest model on sale in the country, the official website showed.",0.0,0.0,Neutral
2019-10-13,"investors were chirpy after electric-car maker tesla unveiled an unexpected profit for the third quarter. it also said its shanghai factory is almost ready, putting icing on the cake. but founder elon musk has over-promised before, and there are questions about his china...",0.5,0.10000000000000002,Positive
2019-10-13,"tesla inc  shares soared 17% on thursday after the electric carmaker surprised wall street by delivering on chief executive officer elon musk's promise of a profit in the third quarter, even as doubts remained about its long-term prospects.",0.45,0.05,Positive
2019-10-13,"u.s. stocks opened higher on thursday, as solid results from microsoft, lam research and tesla lifted sentiment.",0.3,0.125,Positive
2019-10-13,tesla inc shares soared on thursday after the electric carmaker surprised wall street by delivering on chief executive officer elon musk's promise of a profit in the third quarter even as doubts remained over its long-term prospects.,0.45,0.05,Positive
2019-10-13,"europe's traders were sending european central bank chief mario draghi off in style on thursday, raising the region's stocks to their highest in more than a year and nudging the euro towards its best month since january 2018.",0.2625,0.375,Positive
2019-10-13,"tesla inc on wednesday surprised investors with a quarterly profit that sent its shares soaring, as chief executive elon musk promised a 2020 rollout of a cheaper suv and more self-driving technology to stay ahead of larger rivals rushing into the premium electric vehicle...",0.6333333333333333,0.19999999999999998,Positive
2019-10-13,"tesla inc  on wednesday surprised investors with a quarterly profit that sent its shares soaring, as chief executive elon musk promised a 2020 rollout of a cheaper suv and more self-driving technology to stay ahead of larger rivals rushing into the premium electric...",0.6333333333333333,0.19999999999999998,Positive
2019-10-13,"elon musk is finally giving tesla shareholders some good financial news. third-quarter earnings unveiled after the markets closed on wednesday brought an unexpected, if small, profit of $143 million at the electric-car maker. unlike this time last year, fast-growing sales...",0.45238095238095244,0.06428571428571428,Positive
2019-10-13,"tesla inc posted a surprise quarterly profit on wednesday, making good on chief executive officer elon musk's promise, and said it was ""highly confident"" in exceeding 360,000 deliveries this year.",0.7166666666666668,0.6,Positive
2019-10-13,"tesla inc  is conducting trial production runs at its new $2 billion china factory for the past several weeks and will sell some of the first cars from the plant to its employees, sources told reuters.",0.25946969696969696,0.03409090909090909,Positive
2019-10-13,"* q3 adj eps estimate 42 cents loss, rev to fall 7% - refinitiv",0.0,0.0,Neutral
2019-10-13,"tesla inc's  attempts to humble porsche with a new lap record on germany's legendary nordschleife racetrack have reignited a controversy about the value of lap times, as the circuit steps in to quash claims of cheating.",0.6181818181818182,0.3121212121212121,Positive
2019-10-13,"tesla inc was added to a government list of approved automotive manufacturers, china's industry ministry said on thursday, as it granted the electric-vehicle maker a certificate it needs to start production in the country.",0.0,0.0,Neutral
2019-10-13,"tesla inc  will start installing its powerwall home power storage batteries in japan next spring, the u.s. electric car and battery maker said on tuesday, marking the product's debut in asia.",0.0,0.0,Neutral
2019-10-13,toyota motor corp  unveiled a completely redesigned hydrogen-powered fuel cell sedan on friday in its latest attempt to revive demand for the niche technology that it hopes will become mainstream.,0.65,0.3,Positive
2019-10-13,toyota motor corp unveiled a completely redesigned hydrogen-powered fuel cell sedan on friday in its latest attempt to revive demand for the niche technology that it hopes will become mainstream.,0.65,0.3,Positive
2019-10-13,"u.s. regulators said on friday they were reviewing whether tesla inc should have recalled 2,000 of its electric cars in may instead of issuing a software upgrade to fix a potential defect that could have resulted in battery fires.",1.0,0.0,Neutral
